SessionId	ItemId	Time
385625	290	1634812368.0
361811	536	1634812043.0
361811	604	1634812091.0
361811	491	1634812118.0
385638	66	1634812185.0
385638	84	1634812565.0
47077	212	1634812192.0
47077	223	1634812227.0
330111	290	1634812438.0
330111	297	1634812470.0
330111	436	1634812530.0
330111	473	1634812590.0
375319	324	1634812444.0
375319	325	1634812560.0
385656	413	1634812565.0
385656	415	1634812756.0
385656	87	1634812771.0
57868	297	1634812609.0
57868	299	1634812666.0
57868	300	1634812697.0
57868	453	1634812714.0
57868	272	1634812771.0
57868	432	1634812830.0
57868	433	1634812862.0
57868	260	1634812883.0
57868	368	1634813001.0
57868	193	1634813030.0
57868	166	1634813093.0
71418	493	1634812736.0
71418	536	1634812778.0
30340	633	1634812802.0
30340	536	1634812845.0
30340	497	1634812869.0
385675	87	1634812912.0
385675	88	1634812953.0
385675	90	1634812968.0
55550	290	1634812927.0
55550	297	1634813033.0
55550	290	1634813552.0
257679	608	1634813022.0
257679	632	1634816202.0
257679	586	1634816241.0
362948	87	1634813031.0
362948	86	1634813441.0
362948	629	1634813510.0
385682	236	1634813119.0
385682	223	1634813189.0
366085	290	1634813238.0
366085	175	1634813373.0
366085	289	1634813490.0
366085	290	1634813512.0
366085	292	1634813524.0
366085	291	1634813605.0
229362	223	1634813367.0
229362	212	1634813391.0
11372	226	1634813375.0
11372	223	1634813442.0
11372	212	1634813485.0
11372	245	1634814145.0
24031	290	1634813686.0
24031	284	1634813748.0
24031	282	1634813764.0
24031	272	1634813786.0
24031	270	1634813807.0
113130	638	1634813476.0
113130	82	1634813515.0
113130	638	1634813549.0
18225	326	1634813521.0
18225	290	1634814855.0
18225	297	1634814902.0
48548	212	1634813629.0
48548	223	1634813670.0
48548	290	1634814080.0
385662	66	1634813661.0
385662	88	1634814263.0
385705	453	1634813666.0
385705	260	1634813720.0
385534	92	1634813675.0
385534	87	1634813688.0
385534	88	1634813698.0
385164	322	1634813964.0
385164	321	1634813971.0
385731	515	1634814139.0
385731	231	1634814255.0
385741	87	1634814336.0
385741	83	1634814691.0
385742	88	1634814398.0
385742	84	1634814421.0
296366	82	1634814617.0
296366	90	1634814724.0
385753	341	1634814657.0
385753	321	1634814776.0
385753	322	1634814793.0
385753	321	1634814821.0
385753	441	1634814830.0
68577	534	1634814757.0
68577	532	1634814772.0
68577	497	1634814794.0
114250	334	1634815054.0
114250	226	1634815307.0
114250	223	1634815522.0
111044	487	1634815068.0
111044	497	1634815076.0
368908	627	1634815075.0
368908	628	1634815086.0
385763	290	1634815161.0
385763	284	1634815529.0
385763	258	1634815567.0
385763	451	1634817113.0
385763	447	1634817134.0
88381	226	1634815425.0
88381	78	1634815464.0
385775	503	1634815675.0
385775	260	1634815849.0
385775	212	1634816062.0
376647	82	1634815729.0
376647	83	1634815794.0
376647	82	1634815885.0
385609	251	1634815732.0
385609	373	1634815774.0
385609	300	1634815824.0
385609	212	1634815926.0
385609	214	1634815940.0
385609	338	1634815983.0
385609	423	1634816035.0
385609	440	1634816048.0
385609	198	1634816131.0
385609	420	1634816153.0
385609	404	1634816193.0
385609	422	1634816246.0
385779	72	1634815748.0
385779	101	1634816259.0
248975	639	1634815764.0
248975	494	1634815811.0
385780	629	1634815779.0
385780	627	1634816380.0
385780	629	1634816807.0
63523	290	1634815867.0
63523	297	1634815914.0
374150	90	1634815880.0
374150	82	1634815980.0
374150	90	1634816003.0
374150	82	1634816027.0
374150	90	1634816053.0
385640	536	1634815916.0
385640	493	1634815971.0
385640	608	1634816020.0
300976	87	1634815954.0
300976	88	1634816021.0
385754	290	1634816035.0
385754	444	1634816376.0
385754	290	1634816399.0
385754	297	1634816449.0
385754	290	1634816560.0
385789	92	1634816110.0
385789	204	1634816252.0
385708	270	1634816203.0
385708	258	1634816295.0
342636	175	1634816314.0
342636	223	1634816342.0
342636	212	1634816360.0
6177	223	1634816510.0
6177	212	1634816599.0
83191	212	1634816577.0
83191	223	1634816652.0
83191	212	1634816663.0
385813	444	1634816963.0
385813	377	1634816989.0
385813	455	1634817009.0
368404	545	1634817132.0
368404	323	1634817283.0
3662	223	1634817159.0
3662	212	1634817222.0
3662	223	1634817369.0
3662	212	1634817420.0
3662	223	1634817428.0
385825	82	1634817240.0
385825	83	1634817488.0
78925	84	1634817253.0
78925	524	1634817319.0
78925	526	1634817368.0
78925	525	1634817404.0
44843	268	1634817324.0
44843	251	1634817341.0
157460	290	1634817363.0
157460	297	1634818605.0
157460	272	1634818841.0
157460	431	1634818908.0
157460	245	1634818927.0
157460	243	1634818942.0
157460	290	1634819080.0
157460	272	1634819102.0
157460	431	1634819123.0
157460	290	1634819261.0
157460	270	1634819303.0
350465	473	1634817451.0
350465	71	1634817624.0
350465	282	1634818041.0
350465	461	1634818206.0
350465	271	1634818590.0
350465	270	1634818626.0
350465	66	1634818874.0
350465	283	1634818983.0
114251	326	1634817452.0
114251	321	1634817554.0
114251	326	1634817618.0
114251	322	1634817630.0
114251	290	1634817727.0
114251	297	1634817833.0
385841	630	1634817527.0
385841	628	1634818018.0
380972	431	1634817546.0
380972	436	1634817695.0
385845	325	1634817616.0
385845	324	1634817848.0
385845	325	1634817855.0
43215	270	1634817706.0
43215	223	1634817735.0
91812	482	1634817761.0
91812	453	1634817801.0
91812	454	1634817821.0
31532	223	1634817843.0
31532	84	1634817918.0
31532	630	1634817970.0
385850	85	1634817876.0
385850	629	1634818022.0
385850	78	1634819613.0
385850	82	1634819942.0
385850	223	1634819983.0
385850	147	1634820045.0
385850	139	1634820071.0
385850	130	1634820106.0
385850	353	1634820143.0
385850	223	1634820174.0
385850	82	1634820275.0
385850	85	1634820360.0
385850	90	1634820394.0
385856	413	1634817898.0
385856	411	1634817920.0
385856	414	1634817932.0
385856	412	1634817943.0
385856	410	1634817955.0
385856	353	1634818665.0
385856	354	1634818671.0
385856	290	1634818752.0
385879	290	1634818177.0
385879	297	1634818521.0
291955	87	1634818352.0
291955	166	1634818602.0
334811	297	1634818528.0
334811	214	1634818884.0
118087	415	1634818630.0
118087	88	1634818653.0
75489	495	1634818785.0
75489	602	1634819375.0
385903	471	1634818928.0
385903	84	1634819358.0
385905	464	1634818930.0
385905	465	1634818957.0
385876	28	1634818999.0
385876	37	1634819179.0
385796	420	1634819021.0
385796	226	1634819100.0
385796	212	1634819139.0
30210	92	1634819091.0
30210	130	1634819113.0
87732	212	1634819181.0
87732	88	1634819600.0
378946	444	1634819443.0
378946	286	1634819454.0
378946	377	1634819471.0
378946	376	1634819480.0
378946	470	1634819502.0
378946	281	1634819515.0
378946	278	1634819523.0
378946	470	1634819540.0
101495	290	1634819550.0
101495	469	1634819621.0
101495	290	1634820475.0
101495	469	1634820530.0
385931	326	1634819575.0
385931	324	1634819628.0
385931	326	1634819636.0
385931	324	1634819652.0
385931	326	1634819665.0
385931	324	1634819782.0
385931	290	1634819821.0
385931	297	1634819918.0
385931	326	1634820478.0
385931	212	1634820621.0
357097	630	1634819684.0
357097	629	1634819744.0
360567	270	1634819759.0
360567	223	1634819811.0
360567	84	1634819844.0
385955	87	1634819779.0
385955	415	1634819795.0
385966	92	1634819965.0
385966	629	1634820348.0
334471	87	1634820051.0
334471	88	1634820152.0
334471	629	1634820197.0
40375	300	1634820063.0
40375	290	1634820147.0
40375	300	1634820477.0
385967	82	1634820150.0
385967	90	1634820247.0
150070	299	1634820160.0
150070	300	1634820169.0
150070	434	1634820178.0
73120	223	1634820229.0
73120	261	1634820316.0
73120	284	1634820390.0
73120	142	1634820437.0
73120	236	1634820499.0
73120	271	1634820526.0
73120	223	1634820557.0
385965	50	1634820429.0
385965	438	1634820449.0
385965	252	1634820628.0
385965	194	1634820718.0
385965	252	1634820727.0
385965	194	1634820731.0
385965	422	1634820772.0
385965	213	1634820895.0
385965	503	1634820980.0
385965	130	1634821005.0
385965	261	1634821548.0
385965	270	1634821617.0
385965	297	1634821677.0
385971	223	1634820435.0
385971	226	1634820471.0
385971	88	1634820493.0
385971	90	1634820506.0
109662	350	1634820540.0
109662	499	1634820823.0
109662	500	1634820929.0
385978	82	1634820606.0
385978	79	1634820733.0
32080	87	1634820781.0
32080	630	1634820803.0
340053	324	1634820889.0
340053	323	1634820923.0
73352	504	1634820960.0
73352	518	1634821069.0
73352	504	1634821138.0
78780	325	1634820986.0
78780	323	1634821041.0
385999	270	1634821014.0
385999	223	1634821027.0
385999	261	1634821048.0
385999	270	1634821204.0
385999	223	1634821247.0
50666	639	1634821218.0
50666	560	1634821326.0
50666	554	1634821383.0
386006	92	1634821330.0
386006	72	1634821351.0
386006	88	1634821386.0
386006	86	1634821423.0
385365	84	1634821519.0
385365	236	1634821541.0
385365	251	1634821793.0
385365	214	1634821929.0
386011	322	1634821529.0
386011	323	1634821548.0
237644	321	1634821590.0
237644	325	1634821720.0
386017	223	1634821668.0
386017	226	1634821697.0
386021	629	1634821747.0
386021	87	1634822074.0
73829	223	1634821841.0
73829	270	1634822247.0
73829	212	1634822592.0
386020	83	1634821893.0
386020	87	1634823533.0
386020	86	1634824000.0
386024	487	1634821979.0
386024	493	1634821991.0
384858	365	1634822025.0
384858	401	1634822744.0
384858	377	1634822885.0
384858	283	1634823276.0
384858	261	1634823306.0
384858	252	1634823324.0
384858	504	1634823522.0
386023	96	1634822039.0
386023	325	1634822168.0
44920	290	1634822083.0
44920	299	1634822919.0
44920	272	1634823011.0
44920	469	1634823174.0
386034	226	1634822097.0
386034	81	1634822213.0
386034	85	1634822258.0
386034	81	1634822280.0
86284	68	1634822102.0
86284	69	1634822317.0
86284	68	1634822360.0
86284	69	1634822424.0
86284	68	1634822426.0
86284	69	1634822435.0
86284	68	1634822459.0
386036	86	1634822142.0
386036	476	1634822200.0
386037	223	1634822167.0
386037	261	1634822219.0
386037	270	1634822234.0
386037	212	1634822253.0
385739	174	1634822207.0
385739	356	1634822260.0
385739	353	1634822283.0
385739	356	1634822335.0
385739	354	1634822370.0
385739	356	1634822445.0
385739	354	1634822487.0
206335	207	1634822384.0
206335	72	1634822447.0
206335	212	1634822649.0
206335	66	1634822688.0
386051	245	1634822426.0
386051	248	1634822470.0
342817	494	1634822448.0
342817	601	1634822536.0
381992	245	1634822627.0
381992	248	1634822680.0
207793	376	1634822682.0
207793	503	1634822879.0
207793	376	1634822901.0
386057	639	1634822826.0
386057	536	1634822888.0
380908	404	1634823460.0
380908	443	1634823495.0
380908	444	1634823529.0
380908	403	1634823552.0
386107	290	1634823508.0
386107	292	1634823569.0
386107	289	1634823588.0
131167	82	1634823938.0
131167	38	1634824376.0
2134	297	1634824018.0
2134	453	1634824311.0
2134	278	1634824606.0
2134	194	1634824843.0
2134	365	1634824859.0
2134	170	1634825108.0
11006	628	1634824058.0
11006	629	1634824076.0
11006	628	1634824303.0
106390	493	1634824081.0
106390	608	1634824263.0
106390	76	1634824303.0
106390	639	1634824476.0
106390	536	1634824639.0
106390	493	1634824818.0
106390	490	1634824848.0
106390	493	1634824924.0
16080	84	1634824108.0
16080	422	1634824181.0
16080	84	1634826007.0
9754	290	1634824231.0
9754	297	1634824268.0
187994	212	1634824467.0
187994	223	1634824477.0
386133	494	1634824564.0
386133	76	1634825270.0
74870	630	1634824590.0
74870	175	1634825263.0
386098	206	1634824756.0
386098	89	1634824788.0
58067	84	1634824872.0
58067	174	1634825056.0
58067	86	1634825266.0
58067	223	1634825516.0
34616	536	1634825162.0
34616	495	1634825289.0
346649	87	1634825247.0
346649	630	1634825452.0
19828	326	1634825288.0
19828	324	1634825365.0
29064	7	1634825324.0
29064	6	1634825359.0
29064	7	1634825369.0
386177	66	1634825384.0
386177	598	1634825629.0
386177	595	1634825654.0
386177	536	1634825716.0
386177	609	1634825763.0
386177	602	1634825776.0
386177	631	1634825806.0
386177	524	1634825847.0
386177	609	1634825855.0
386177	606	1634825956.0
386175	175	1634825440.0
386175	517	1634825473.0
383838	300	1634825456.0
383838	299	1634825519.0
175765	226	1634825695.0
175765	212	1634825717.0
175765	92	1634825793.0
175765	88	1634825814.0
175765	422	1634826202.0
175765	629	1634826953.0
175765	290	1634827223.0
175765	292	1634827604.0
378198	542	1634825724.0
378198	153	1634825938.0
386185	184	1634825785.0
386185	270	1634825914.0
386185	212	1634825990.0
386185	223	1634826050.0
386185	270	1634826147.0
386185	223	1634826206.0
386161	290	1634825804.0
386161	300	1634825820.0
386161	434	1634825835.0
386161	436	1634825853.0
386161	453	1634825863.0
386161	374	1634825960.0
386161	184	1634826130.0
386161	404	1634826152.0
386161	53	1634826250.0
290595	82	1634825825.0
290595	85	1634827230.0
71477	609	1634826004.0
71477	97	1634826041.0
71477	639	1634826206.0
71477	536	1634826256.0
2612	297	1634825897.0
2612	226	1634825915.0
348400	297	1634826164.0
348400	376	1634826180.0
348400	374	1634826215.0
386221	326	1634826183.0
386221	73	1634826659.0
386221	290	1634826688.0
176488	86	1634826288.0
176488	630	1634826323.0
386229	92	1634826534.0
386229	88	1634826578.0
386229	627	1634826614.0
386229	629	1634826671.0
386229	226	1634826699.0
129470	223	1634826619.0
129470	226	1634826689.0
13101	290	1634826688.0
13101	297	1634827287.0
9672	294	1634826713.0
9672	204	1634826837.0
199370	290	1634826723.0
199370	469	1634826835.0
199370	482	1634826908.0
199370	297	1634826932.0
373548	223	1634826842.0
373548	212	1634826861.0
373548	223	1634827094.0
373548	212	1634827108.0
373548	223	1634827111.0
373548	212	1634827119.0
39557	212	1634826917.0
39557	223	1634827127.0
81603	68	1634826939.0
81603	69	1634826972.0
81603	66	1634826993.0
235309	87	1634827078.0
235309	90	1634827095.0
235309	87	1634827198.0
375975	284	1634827080.0
375975	270	1634827108.0
379976	88	1634827295.0
379976	90	1634827407.0
379976	84	1634827480.0
379976	223	1634827563.0
88380	30	1634827551.0
88380	31	1634827569.0
88380	30	1634828009.0
88380	32	1634828029.0
47274	226	1634827683.0
47274	223	1634827730.0
47274	212	1634827765.0
47274	88	1634827793.0
47274	212	1634827829.0
47274	223	1634827855.0
145316	90	1634827737.0
145316	471	1634827763.0
120148	529	1634827773.0
120148	601	1634827810.0
315506	639	1634827790.0
315506	25	1634828312.0
315506	29	1634828549.0
342622	290	1634827803.0
342622	297	1634827882.0
342622	326	1634827922.0
342622	290	1634828007.0
342622	297	1634828036.0
342622	290	1634828410.0
131168	38	1634827854.0
131168	72	1634827932.0
131168	85	1634828120.0
131168	630	1634828226.0
131168	5	1634828276.0
131168	4	1634828416.0
131168	6	1634828605.0
386284	87	1634827922.0
386284	226	1634828062.0
30855	204	1634827997.0
30855	223	1634828476.0
386286	87	1634827998.0
386286	223	1634828471.0
386287	97	1634828124.0
386287	28	1634828487.0
386287	71	1634828513.0
386289	92	1634828156.0
386289	212	1634828294.0
372482	190	1634828307.0
372482	291	1634828373.0
372482	190	1634828411.0
43516	536	1634828342.0
43516	609	1634828403.0
373467	550	1634828345.0
373467	321	1634828364.0
373467	550	1634828381.0
386302	87	1634828380.0
386302	88	1634828425.0
386302	87	1634828434.0
386302	88	1634828451.0
368783	435	1634828446.0
368783	14	1634828514.0
368783	629	1634828571.0
386308	297	1634828483.0
386308	290	1634829168.0
375750	230	1634828488.0
375750	198	1634828522.0
375750	191	1634828585.0
375750	206	1634828631.0
375750	301	1634828663.0
15832	212	1634828606.0
15832	284	1634828929.0
116103	271	1634828735.0
116103	270	1634828846.0
116103	271	1634828857.0
116103	272	1634828888.0
5528	223	1634828755.0
5528	212	1634829276.0
5528	270	1634829529.0
5528	260	1634829971.0
5528	212	1634830175.0
5528	225	1634830416.0
5528	261	1634830890.0
5528	225	1634831047.0
5528	270	1634831094.0
7418	181	1634828760.0
7418	414	1634828783.0
7418	369	1634828800.0
7418	139	1634828913.0
7418	181	1634828987.0
7418	503	1634829052.0
386134	493	1634828908.0
386134	494	1634828974.0
386134	493	1634829011.0
