SessionId	ItemId	Time
154647	85	1622536215.0
154652	7	1622536250.0
154652	19	1622536283.0
154653	223	1622536254.0
154653	428	1622536324.0
5901	633	1622536355.0
5901	534	1622536651.0
5901	533	1622537774.0
70239	245	1622536415.0
70239	251	1622536452.0
70239	508	1622536483.0
70239	245	1622536575.0
51019	83	1622536535.0
51019	132	1622536582.0
130491	132	1622536822.0
130491	497	1622536898.0
130491	487	1622536947.0
130491	548	1622537027.0
130491	132	1622537168.0
130491	487	1622537261.0
130491	498	1622537274.0
154684	87	1622537114.0
154684	81	1622537259.0
154684	87	1622537264.0
154684	79	1622537273.0
154684	87	1622537284.0
154684	79	1622537351.0
154658	441	1622537174.0
154658	550	1622537235.0
154658	341	1622537304.0
154687	91	1622537234.0
154687	82	1622537290.0
154687	88	1622537333.0
154176	99	1622537267.0
154176	94	1622537324.0
91845	536	1622537288.0
91845	101	1622537370.0
91845	89	1622537838.0
154693	88	1622537322.0
154693	90	1622537387.0
154693	86	1622537781.0
154693	627	1622538077.0
154693	628	1622538142.0
154698	87	1622537589.0
154698	79	1622537686.0
154699	212	1622537607.0
154699	223	1622537611.0
154699	174	1622537685.0
154494	324	1622537701.0
154494	25	1622537760.0
18374	541	1622537714.0
18374	542	1622537742.0
18374	541	1622537785.0
18374	542	1622537796.0
122802	550	1622537757.0
122802	19	1622537948.0
122802	1	1622537979.0
81913	618	1622537910.0
81913	616	1622537912.0
117297	245	1622538058.0
117297	447	1622538228.0
154720	501	1622538121.0
154720	495	1622538238.0
154720	501	1622538266.0
145516	600	1622538273.0
145516	582	1622538352.0
145516	583	1622538379.0
145516	552	1622538560.0
145516	604	1622538647.0
145516	609	1622538659.0
145516	606	1622538685.0
145516	605	1622538691.0
145516	607	1622538702.0
145516	603	1622538723.0
145516	608	1622538790.0
145516	607	1622539079.0
145516	608	1622539085.0
154730	584	1622538286.0
154730	507	1622538361.0
154730	584	1622538425.0
72998	90	1622538321.0
72998	82	1622538338.0
129473	448	1622538391.0
129473	447	1622538413.0
154741	415	1622538781.0
154741	428	1622538794.0
154741	87	1622538898.0
154741	428	1622539026.0
66988	223	1622538808.0
66988	361	1622538856.0
66988	187	1622538963.0
4995	245	1622538860.0
4995	174	1622539117.0
154743	226	1622538891.0
154743	212	1622538920.0
33353	487	1622539103.0
33353	639	1622539478.0
154754	223	1622539145.0
154754	226	1622539158.0
154754	92	1622539174.0
154754	334	1622539222.0
154754	78	1622539262.0
154754	130	1622539285.0
154754	138	1622539298.0
154754	175	1622539305.0
154754	212	1622539324.0
154754	223	1622539352.0
154754	138	1622539390.0
154754	223	1622539423.0
9155	609	1622539375.0
9155	536	1622539414.0
9155	487	1622539434.0
154774	325	1622539628.0
154774	341	1622539638.0
154774	322	1622539659.0
154774	325	1622539673.0
101786	212	1622539648.0
101786	223	1622539778.0
115622	494	1622539770.0
115622	350	1622540253.0
115622	585	1622540270.0
154784	181	1622539802.0
154784	212	1622539856.0
154784	175	1622539937.0
154784	86	1622540045.0
154784	353	1622540106.0
154784	356	1622540111.0
154784	86	1622540182.0
154784	353	1622540221.0
151403	138	1622539823.0
151403	245	1622539883.0
66371	90	1622539906.0
66371	87	1622539974.0
66371	90	1622540001.0
74018	87	1622540004.0
74018	88	1622540065.0
130299	223	1622540024.0
130299	84	1622540075.0
154801	226	1622540293.0
154801	627	1622540306.0
127516	325	1622540299.0
127516	324	1622540304.0
127516	323	1622540315.0
127516	326	1622541417.0
127516	325	1622541427.0
4354	212	1622540542.0
4354	175	1622540631.0
4354	223	1622540672.0
94201	350	1622540613.0
94201	499	1622540649.0
96899	245	1622540784.0
96899	223	1622540898.0
154829	321	1622540910.0
154829	324	1622540933.0
154547	441	1622541013.0
154547	5	1622541429.0
97121	223	1622541200.0
97121	92	1622541236.0
152948	130	1622541205.0
152948	138	1622541226.0
152948	353	1622541255.0
152948	85	1622541287.0
152948	84	1622541311.0
152948	139	1622541357.0
152948	147	1622541398.0
152948	139	1622541450.0
152948	130	1622541460.0
152948	223	1622542030.0
154840	90	1622541213.0
154840	223	1622541339.0
154839	638	1622541233.0
154839	90	1622541296.0
34178	101	1622541253.0
34178	89	1622541375.0
121846	339	1622541327.0
121846	446	1622541774.0
148090	82	1622541485.0
148090	83	1622541493.0
148090	82	1622541503.0
154852	92	1622541629.0
154852	88	1622541659.0
154852	92	1622541703.0
154852	88	1622541808.0
123845	245	1622541671.0
123845	210	1622541948.0
123845	250	1622541963.0
123845	242	1622541971.0
154868	87	1622541843.0
154868	91	1622542377.0
22004	72	1622541854.0
22004	89	1622541975.0
22004	72	1622543849.0
154876	324	1622541941.0
154876	326	1622541993.0
154876	550	1622542543.0
154882	87	1622542106.0
154882	88	1622542180.0
154880	19	1622542164.0
154880	6	1622542466.0
154880	19	1622542480.0
154880	6	1622542491.0
84636	88	1622542293.0
84636	87	1622542350.0
72372	609	1622542314.0
72372	82	1622542387.0
36997	493	1622542401.0
36997	494	1622542416.0
36997	560	1622542491.0
36997	132	1622543039.0
36997	560	1622543400.0
36997	76	1622543678.0
154889	87	1622542425.0
154889	88	1622542712.0
154891	325	1622542505.0
154891	37	1622542709.0
154891	325	1622542793.0
154891	324	1622542822.0
154891	325	1622542939.0
154891	324	1622543427.0
154891	325	1622543440.0
154893	369	1622542584.0
154893	86	1622542653.0
154893	251	1622542701.0
142394	495	1622542637.0
142394	497	1622542661.0
142394	494	1622542679.0
137204	90	1622542643.0
137204	223	1622542657.0
68703	226	1622542839.0
68703	84	1622542865.0
154898	95	1622542953.0
154898	28	1622542989.0
154898	24	1622543149.0
154898	25	1622543373.0
154898	323	1622543402.0
154898	325	1622543422.0
154898	323	1622543458.0
154898	326	1622543510.0
154898	24	1622543558.0
75634	82	1622543018.0
75634	90	1622543157.0
149882	226	1622543070.0
149882	223	1622543090.0
149882	212	1622543131.0
17294	82	1622543216.0
17294	83	1622543284.0
17294	630	1622543523.0
149639	629	1622543269.0
149639	627	1622543791.0
28568	212	1622543442.0
28568	223	1622543471.0
154923	214	1622543991.0
154923	226	1622544010.0
154923	243	1622544020.0
154923	236	1622544032.0
154923	153	1622544051.0
154923	147	1622544061.0
154923	166	1622544074.0
154930	85	1622544286.0
154930	81	1622544401.0
154930	86	1622544433.0
92250	66	1622544627.0
92250	68	1622544644.0
92250	66	1622544655.0
92250	68	1622544659.0
154941	415	1622544711.0
154941	88	1622544797.0
154944	155	1622544732.0
154944	449	1622544768.0
154944	169	1622544811.0
154944	251	1622544893.0
101710	223	1622544841.0
101710	138	1622544909.0
101710	212	1622544985.0
154952	223	1622545087.0
154952	226	1622545095.0
154955	73	1622545167.0
154955	87	1622545216.0
5256	398	1622545179.0
5256	92	1622545259.0
5256	181	1622545330.0
5256	236	1622545383.0
5256	245	1622545487.0
5256	169	1622545515.0
154964	544	1622545426.0
154964	547	1622545436.0
154960	73	1622545474.0
154960	90	1622545509.0
154973	138	1622545795.0
154973	92	1622545828.0
100691	584	1622545841.0
100691	587	1622545856.0
100691	584	1622546198.0
154022	85	1622546109.0
154022	86	1622546303.0
154993	68	1622546180.0
154993	69	1622546194.0
154993	68	1622546269.0
143885	71	1622546288.0
143885	70	1622546316.0
154998	629	1622546443.0
154998	628	1622546575.0
152913	79	1622546477.0
152913	80	1622546579.0
155002	87	1622546575.0
155002	630	1622546620.0
101852	23	1622546878.0
101852	11	1622547386.0
17392	82	1622546918.0
17392	79	1622546933.0
17392	90	1622546940.0
139176	87	1622546941.0
139176	72	1622547020.0
155016	87	1622547044.0
155016	81	1622547162.0
155014	251	1622547094.0
155014	629	1622547361.0
112272	223	1622547272.0
112272	226	1622547296.0
112272	212	1622547310.0
112272	138	1622547362.0
112272	518	1622547410.0
112272	147	1622547436.0
112272	353	1622547455.0
112272	153	1622547469.0
20947	82	1622547543.0
20947	83	1622547554.0
141498	212	1622547551.0
141498	223	1622547684.0
67049	87	1622547552.0
67049	442	1622548402.0
155041	79	1622547603.0
155041	629	1622547880.0
155041	175	1622549502.0
155041	92	1622549528.0
155041	87	1622549552.0
155041	88	1622549595.0
155041	86	1622549676.0
225	497	1622547620.0
225	536	1622547656.0
154177	630	1622547746.0
154177	629	1622547933.0
154177	628	1622548005.0
155010	587	1622547747.0
155010	584	1622547766.0
71513	413	1622547750.0
71513	630	1622547858.0
71513	87	1622548661.0
65820	83	1622547784.0
65820	82	1622548005.0
65820	83	1622548012.0
85335	534	1622547820.0
85335	532	1622547846.0
126159	66	1622547852.0
126159	82	1622548015.0
155049	494	1622547869.0
155049	211	1622547951.0
139194	629	1622547965.0
139194	87	1622548056.0
139194	629	1622548075.0
155064	84	1622548338.0
155064	90	1622549244.0
65504	508	1622548367.0
65504	81	1622548851.0
99205	25	1622548542.0
99205	33	1622548662.0
132045	441	1622548724.0
132045	26	1622548745.0
132045	99	1622548764.0
155077	153	1622548767.0
155077	511	1622548824.0
58922	246	1622549063.0
58922	245	1622549085.0
101509	33	1622549078.0
101509	55	1622549342.0
101509	56	1622549397.0
101509	19	1622549730.0
101509	4	1622549928.0
101509	73	1622550106.0
152712	23	1622549163.0
152712	331	1622549323.0
152712	242	1622550864.0
152712	330	1622550893.0
152712	334	1622550914.0
22005	72	1622549229.0
22005	89	1622549350.0
155082	90	1622549278.0
155082	541	1622549328.0
155082	546	1622549336.0
155088	325	1622549426.0
155088	321	1622549557.0
155088	325	1622549585.0
138907	2	1622549502.0
138907	19	1622549529.0
155087	79	1622549505.0
155087	88	1622549541.0
155090	14	1622549511.0
155090	441	1622549584.0
155090	100	1622549652.0
155091	547	1622549589.0
155091	84	1622549667.0
6313	90	1622549643.0
6313	629	1622549711.0
64714	226	1622549785.0
64714	223	1622549792.0
64714	212	1622549796.0
64714	223	1622549805.0
149903	20	1622549858.0
149903	17	1622549871.0
149903	25	1622549894.0
155107	87	1622549892.0
155107	90	1622551074.0
88609	242	1622549962.0
88609	222	1622550071.0
155092	331	1622549978.0
155092	327	1622550000.0
96806	324	1622549993.0
96806	325	1622550046.0
155116	138	1622550333.0
155116	213	1622550525.0
155116	225	1622550541.0
155116	138	1622551347.0
155116	225	1622551478.0
139462	86	1622550349.0
139462	82	1622550427.0
139462	83	1622550454.0
133231	87	1622550416.0
133231	88	1622550734.0
154757	629	1622550529.0
154757	627	1622550898.0
154757	629	1622550910.0
153326	212	1622550588.0
153326	226	1622550693.0
153326	138	1622550761.0
153326	245	1622551035.0
153326	138	1622551121.0
64846	139	1622550762.0
64846	147	1622550769.0
64846	226	1622550809.0
64846	223	1622550817.0
64846	212	1622550842.0
137626	629	1622550827.0
137626	87	1622550983.0
150531	68	1622550845.0
150531	628	1622550960.0
133967	629	1622550968.0
133967	88	1622551198.0
133967	629	1622551266.0
153458	101	1622551288.0
153458	206	1622551496.0
153458	72	1622551510.0
153458	101	1622551538.0
153458	72	1622551548.0
153458	101	1622552131.0
155153	153	1622551308.0
155153	92	1622551364.0
155144	242	1622551371.0
155144	248	1622551430.0
155159	323	1622551374.0
155159	324	1622551428.0
46310	251	1622551529.0
46310	629	1622551708.0
143324	327	1622551755.0
143324	344	1622551852.0
143324	342	1622551886.0
155175	90	1622551815.0
155175	88	1622551866.0
116505	226	1622551890.0
116505	223	1622551914.0
106269	82	1622552092.0
106269	83	1622552105.0
155185	88	1622552169.0
155185	226	1622552228.0
155185	72	1622552255.0
155187	245	1622552243.0
155187	76	1622552491.0
155187	638	1622552535.0
155186	234	1622552394.0
155186	251	1622552407.0
155194	245	1622552471.0
155194	629	1622553898.0
155194	245	1622554173.0
155198	221	1622552515.0
155198	223	1622552556.0
145672	325	1622552664.0
145672	326	1622552684.0
150325	73	1622552698.0
150325	226	1622552716.0
145393	132	1622552791.0
145393	86	1622554874.0
137833	629	1622552818.0
137833	628	1622553011.0
155204	223	1622552860.0
155204	84	1622553033.0
155204	212	1622553075.0
155204	226	1622553106.0
155204	223	1622553179.0
125134	223	1622553145.0
125134	356	1622553313.0
155222	71	1622553206.0
155222	70	1622553522.0
155222	71	1622553603.0
150399	5	1622553218.0
150399	36	1622553652.0
150399	5	1622555390.0
150399	551	1622555736.0
150399	350	1622555785.0
150399	5	1622555896.0
155243	236	1622553600.0
155243	226	1622553675.0
155246	415	1622553653.0
155246	87	1622553676.0
155250	87	1622553822.0
155250	88	1622553838.0
155250	629	1622553905.0
155248	441	1622553828.0
155248	350	1622553871.0
155252	83	1622553924.0
155252	90	1622554053.0
62445	120	1622553927.0
62445	403	1622553967.0
61079	321	1622554308.0
61079	322	1622554376.0
59436	639	1622554314.0
59436	493	1622554555.0
59436	76	1622555017.0
74033	325	1622554364.0
74033	550	1622554447.0
155274	87	1622554388.0
155274	92	1622554408.0
155274	87	1622554435.0
155275	138	1622554442.0
155275	175	1622554473.0
155278	138	1622554653.0
155278	139	1622554663.0
155285	243	1622554739.0
155285	223	1622554768.0
146475	96	1622554764.0
146475	350	1622554822.0
112202	517	1622554820.0
112202	245	1622554864.0
112202	243	1622554951.0
112202	428	1622555019.0
112202	449	1622555050.0
112202	234	1622555100.0
112202	236	1622555157.0
112202	372	1622555189.0
112202	227	1622555249.0
112202	226	1622555301.0
112202	223	1622555324.0
112202	426	1622555380.0
77865	536	1622554885.0
77865	534	1622554935.0
155288	226	1622554960.0
155288	223	1622554973.0
22820	245	1622554952.0
22820	212	1622555210.0
155296	415	1622554954.0
155296	87	1622554965.0
155289	550	1622555063.0
155289	321	1622555086.0
155289	324	1622555141.0
155289	325	1622555149.0
142401	350	1622555133.0
142401	499	1622555175.0
155306	79	1622555284.0
155306	80	1622555322.0
119821	536	1622555396.0
119821	494	1622555440.0
128840	83	1622555444.0
128840	324	1622555685.0
25043	538	1622555612.0
25043	563	1622555835.0
85415	212	1622555736.0
85415	223	1622556756.0
84550	584	1622555812.0
84550	587	1622555874.0
84550	589	1622555911.0
155323	87	1622555886.0
155323	88	1622555935.0
155323	84	1622556041.0
155323	87	1622556145.0
45924	76	1622555980.0
45924	602	1622556053.0
153806	405	1622556246.0
153806	212	1622556382.0
153806	405	1622556768.0
152018	630	1622556483.0
152018	628	1622557017.0
64334	85	1622556555.0
64334	132	1622556653.0
6763	223	1622556573.0
6763	138	1622556698.0
122517	2	1622556758.0
122517	58	1622556866.0
122517	57	1622556901.0
122517	34	1622556949.0
122517	30	1622556986.0
122517	24	1622557014.0
122517	3	1622557043.0
122517	26	1622559809.0
122517	32	1622559872.0
122517	547	1622559930.0
122517	551	1622559982.0
106215	99	1622556773.0
106215	441	1622556792.0
109714	493	1622556790.0
109714	536	1622556850.0
109714	493	1622556917.0
140138	422	1622556791.0
140138	79	1622556827.0
140138	420	1622556844.0
140138	422	1622556990.0
155365	321	1622556867.0
155365	325	1622556882.0
151041	88	1622556894.0
151041	92	1622556951.0
151041	87	1622556970.0
149398	84	1622556916.0
149398	79	1622556958.0
149398	84	1622557067.0
46461	494	1622557270.0
46461	495	1622557298.0
155382	236	1622557452.0
155382	243	1622557733.0
155382	84	1622557757.0
59513	85	1622557502.0
59513	630	1622557558.0
59513	85	1622557878.0
59513	630	1622558375.0
69294	226	1622557514.0
69294	153	1622557549.0
69294	629	1622557894.0
69294	153	1622558175.0
151433	87	1622557788.0
151433	72	1622557840.0
151433	92	1622557849.0
151433	175	1622558272.0
151433	630	1622558300.0
151433	87	1622558386.0
151433	88	1622558401.0
151433	84	1622558408.0
155392	517	1622557823.0
155392	245	1622557832.0
155392	84	1622557976.0
155395	71	1622557952.0
155395	70	1622558114.0
155395	71	1622558146.0
102334	248	1622557966.0
102334	408	1622558014.0
102334	407	1622558020.0
102334	408	1622558033.0
155390	542	1622558007.0
155390	90	1622559224.0
155390	17	1622559327.0
155390	542	1622559380.0
155390	551	1622559442.0
155390	541	1622559465.0
102047	226	1622558053.0
102047	88	1622558116.0
155400	324	1622558057.0
155400	321	1622558082.0
155400	322	1622558099.0
155398	138	1622558077.0
155398	223	1622558645.0
155398	212	1622558685.0
152383	415	1622558265.0
152383	428	1622558283.0
133575	223	1622558307.0
133575	79	1622558326.0
155411	223	1622558371.0
155411	226	1622558404.0
155411	212	1622558464.0
155411	138	1622558507.0
88003	630	1622558502.0
88003	524	1622559028.0
86205	88	1622558644.0
86205	92	1622558720.0
155425	483	1622558780.0
155425	91	1622558790.0
155425	483	1622558807.0
6764	223	1622558856.0
6764	212	1622558901.0
149189	223	1622558858.0
149189	92	1622558955.0
29471	639	1622558925.0
29471	536	1622559787.0
126918	87	1622559088.0
126918	88	1622559140.0
154010	86	1622559090.0
154010	81	1622559128.0
19231	582	1622559172.0
19231	495	1622559258.0
19231	494	1622559269.0
19231	495	1622559311.0
19231	591	1622559414.0
148947	325	1622559304.0
148947	324	1622559315.0
148947	325	1622559326.0
53209	92	1622559562.0
53209	88	1622559610.0
53209	87	1622559708.0
60172	633	1622559473.0
60172	532	1622559487.0
60172	534	1622559495.0
60172	533	1622559510.0
155441	76	1622559495.0
155441	494	1622559606.0
155441	76	1622560498.0
155444	87	1622559532.0
155444	413	1622559583.0
155444	92	1622559680.0
155444	415	1622559738.0
155444	87	1622559839.0
19616	223	1622559608.0
19616	138	1622559699.0
155450	88	1622559624.0
155450	420	1622560037.0
144040	68	1622559742.0
144040	497	1622559967.0
144040	333	1622560149.0
144040	334	1622560177.0
144040	68	1622560231.0
155124	92	1622559743.0
155124	413	1622559990.0
155124	428	1622560073.0
155124	87	1622560097.0
155124	428	1622561073.0
155124	88	1622561131.0
155124	87	1622561182.0
155124	88	1622561193.0
155124	415	1622561254.0
155124	87	1622561407.0
155124	629	1622561445.0
154912	441	1622559908.0
154912	341	1622560025.0
154912	441	1622560164.0
155465	323	1622560132.0
155465	324	1622560150.0
54968	422	1622560201.0
54968	81	1622560213.0
54968	422	1622560222.0
54968	81	1622560322.0
144093	87	1622560321.0
144093	428	1622560570.0
154979	441	1622560965.0
154979	341	1622560972.0
155490	79	1622561338.0
155490	212	1622561374.0
12038	54	1622561379.0
12038	242	1622561434.0
12038	251	1622561485.0
155527	226	1622562339.0
155527	212	1622562359.0
155527	223	1622562411.0
119881	87	1622562704.0
119881	629	1622562915.0
119881	88	1622563011.0
151009	541	1622562768.0
151009	542	1622562793.0
151009	546	1622562811.0
155545	92	1622563189.0
155545	88	1622563447.0
155545	251	1622565557.0
155545	229	1622565587.0
155545	79	1622565676.0
26025	237	1622563254.0
26025	227	1622563265.0
35172	629	1622563921.0
35172	627	1622563937.0
134744	66	1622564528.0
134744	226	1622564595.0
134744	236	1622564982.0
134744	223	1622565006.0
155570	82	1622564695.0
155570	74	1622564819.0
155570	101	1622564858.0
65601	139	1622564984.0
65601	252	1622565129.0
65601	145	1622565258.0
65601	78	1622566196.0
151058	415	1622565132.0
151058	88	1622565181.0
155573	86	1622565137.0
155573	92	1622565319.0
155573	174	1622565429.0
155573	153	1622565437.0
155573	68	1622565506.0
155573	84	1622565537.0
45736	86	1622565176.0
45736	441	1622565388.0
45736	550	1622565404.0
45736	86	1622565662.0
155581	353	1622565602.0
155581	174	1622565633.0
155581	92	1622565773.0
155581	88	1622565826.0
155581	226	1622565906.0
155581	138	1622565951.0
155581	212	1622565963.0
155581	223	1622565969.0
155125	87	1622565644.0
155125	88	1622565687.0
155125	629	1622565875.0
155125	88	1622566803.0
138108	226	1622565949.0
138108	212	1622565965.0
138108	509	1622566058.0
138108	223	1622566101.0
41434	245	1622566160.0
41434	627	1622566600.0
151434	87	1622566170.0
151434	88	1622566204.0
92624	84	1622566332.0
92624	147	1622566401.0
155590	550	1622566990.0
155590	321	1622567061.0
88019	536	1622567192.0
88019	639	1622567355.0
76	441	1622567329.0
76	341	1622568234.0
76	441	1622568264.0
140941	245	1622567424.0
140941	242	1622567435.0
140941	246	1622567449.0
155616	441	1622567480.0
155616	550	1622567493.0
141703	246	1622567670.0
141703	248	1622567721.0
141703	245	1622567845.0
128793	448	1622567710.0
128793	373	1622567758.0
107355	323	1622567840.0
107355	325	1622567856.0
155625	88	1622567934.0
155625	84	1622567972.0
155625	226	1622568289.0
155625	88	1622568316.0
38102	66	1622567961.0
38102	446	1622568206.0
38102	448	1622568253.0
38102	464	1622568287.0
155499	613	1622568136.0
155499	611	1622568336.0
118707	586	1622568162.0
118707	493	1622568688.0
127323	518	1622568231.0
127323	223	1622568319.0
127323	212	1622568337.0
85938	79	1622568790.0
85938	80	1622568974.0
85938	79	1622569061.0
155650	87	1622568860.0
155650	356	1622569011.0
155650	353	1622569046.0
155650	356	1622569073.0
155650	353	1622569111.0
155651	82	1622568908.0
155651	83	1622568968.0
155657	551	1622569098.0
155657	541	1622569263.0
155659	87	1622569112.0
155659	92	1622569206.0
155659	138	1622569227.0
155659	87	1622569266.0
155659	92	1622569336.0
155659	84	1622569361.0
155659	87	1622569504.0
155667	82	1622569378.0
155667	541	1622569489.0
155664	3	1622569412.0
155664	609	1622569452.0
155676	322	1622569763.0
155676	321	1622569767.0
46362	81	1622569814.0
46362	79	1622569856.0
46362	81	1622569883.0
155679	536	1622569852.0
155679	639	1622569869.0
155679	560	1622569889.0
155679	76	1622569926.0
155679	560	1622569960.0
44027	447	1622570078.0
44027	428	1622570118.0
44027	235	1622570141.0
44027	361	1622570293.0
44027	371	1622570312.0
44027	193	1622570341.0
44027	199	1622570361.0
44027	197	1622570372.0
44027	155	1622570503.0
155683	243	1622570194.0
155683	245	1622570202.0
155683	251	1622570294.0
155683	245	1622570312.0
155683	251	1622570394.0
155683	245	1622570402.0
153519	87	1622570345.0
153519	629	1622570466.0
155689	87	1622570510.0
155689	81	1622570613.0
155689	85	1622571250.0
155689	86	1622571289.0
155689	85	1622571296.0
155689	86	1622571303.0
18591	226	1622570610.0
18591	84	1622570655.0
18591	79	1622570667.0
75998	242	1622570916.0
75998	245	1622570958.0
75998	448	1622571054.0
155693	88	1622570946.0
155693	212	1622571029.0
142050	90	1622571218.0
142050	629	1622571257.0
142050	92	1622571319.0
142050	88	1622571331.0
142050	627	1622571399.0
142050	629	1622571409.0
149594	212	1622571320.0
